t;x(t);v(t);F(t) (added)
12.7001;1.984783;-0.2272004;-198.4783
12.7201;1.979445;-0.266896;-197.9445
12.7401;1.973315;-0.3064849;-197.3315
12.7601;1.966396;-0.3459512;-196.6396
12.7801;1.95869;-0.3852791;-195.869
12.8001;1.950201;-0.4244529;-195.0201
12.8201;1.940932;-0.463457;-194.0932
12.8401;1.930887;-0.5022756;-193.0887
12.8601;1.920069;-0.5408933;-192.0069
12.88011;1.908483;-0.5792947;-190.8483
12.90011;1.896134;-0.6174644;-189.6134
12.92011;1.883026;-0.655387;-188.3026
12.94011;1.869165;-0.6930476;-186.9165
12.96011;1.854556;-0.7304309;-185.4556
12.98011;1.839206;-0.767522;-183.9206
13.00011;1.82312;-0.8043061;-182.312
13.02011;1.806304;-0.8407685;-180.6304
13.04011;1.788766;-0.8768946;-178.8766
13.06011;1.770513;-0.9126699;-177.0513
13.08011;1.751551;-0.9480802;-175.1551
13.10011;1.731889;-0.9831112;-173.1889
13.12011;1.711534;-1.017749;-171.1534
13.14011;1.690495;-1.05198;-169.0495
13.16011;1.668779;-1.08579;-166.8779
13.18011;1.646395;-1.119165;-164.6395
13.20011;1.623354;-1.152093;-162.3354
13.22011;1.599662;-1.18456;-159.9662
13.24011;1.575331;-1.216553;-157.5331
13.26011;1.55037;-1.24806;-155.037
13.28011;1.524789;-1.279067;-152.4789
13.30011;1.498598;-1.309563;-149.8598
13.32012;1.471807;-1.339535;-147.1807
13.34012;1.444427;-1.368971;-144.4427
13.36012;1.41647;-1.39786;-141.647
13.38012;1.387946;-1.426189;-138.7946
13.40012;1.358867;-1.453948;-135.8867
13.42012;1.329245;-1.481125;-132.9245
13.44012;1.299091;-1.50771;-129.9091
13.46012;1.268417;-1.533692;-126.8417
13.48012;1.237236;-1.55906;-123.7236
13.50012;1.205559;-1.583805;-120.5559
13.52012;1.173401;-1.607916;-117.3401
13.54012;1.140773;-1.631384;-114.0773
13.56012;1.107689;-1.6542;-110.7689
13.58012;1.074162;-1.676354;-107.4162
13.60012;1.040206;-1.697837;-104.0206
13.62012;1.005833;-1.718641;-100.5833
13.64012;0.9710577;-1.738758;-97.10577
13.66012;0.9358941;-1.758179;-93.58941
13.68012;0.9003561;-1.776897;-90.03561
13.70012;0.864458;-1.794904;-86.4458
13.72012;0.8282142;-1.812193;-82.82142
13.74012;0.791639;-1.828757;-79.1639
13.76013;0.7547472;-1.84459;-75.47472
13.78013;0.7175535;-1.859685;-71.75535
13.80013;0.6800728;-1.874036;-68.00728
13.82013;0.64232;-1.887637;-64.232
13.84013;0.6043103;-1.900484;-60.43103
13.86013;0.5660589;-1.91257;-56.60589
13.88013;0.5275811;-1.923891;-52.75811
13.90013;0.4888923;-1.934443;-48.88923
13.92013;0.4500079;-1.944221;-45.00079
13.94013;0.4109434;-1.953221;-41.09435
13.96013;0.3717147;-1.96144;-37.17147
13.98013;0.3323372;-1.968874;-33.23372
14.00013;0.2928268;-1.975521;-29.28268
14.02013;0.2531992;-1.981377;-25.31992
14.04013;0.2134704;-1.986441;-21.34704
14.06013;0.1736562;-1.99071;-17.36562
14.08013;0.1337725;-1.994184;-13.37725
14.10013;0.09383534;-1.996859;-9.383533
14.12013;0.05386062;-1.998736;-5.386062
14.14013;0.01386436;-1.999813;-1.386436
14.16013;-0.02613744;-2.00009;2.613744
14.18013;-0.06612879;-1.999568;6.612879
14.20014;-0.1060937;-1.998245;10.60937
14.22014;-0.1460162;-1.996123;14.60161
14.24014;-0.1858802;-1.993203;18.58802
14.26014;-0.2256699;-1.989485;22.56699
14.28014;-0.2653694;-1.984972;26.53694
14.30014;-0.3049626;-1.979664;30.49626
14.32014;-0.3444339;-1.973565;34.44339
14.34014;-0.3837675;-1.966676;38.37675
14.36014;-0.4229475;-1.959001;42.29475
14.38014;-0.4619583;-1.950542;46.19583
14.40014;-0.5007844;-1.941303;50.07844
14.42014;-0.5394101;-1.931287;53.94101
14.44014;-0.5778201;-1.920499;57.78201
14.46014;-0.615999;-1.908943;61.5999
14.48014;-0.6539314;-1.896623;65.39314
14.50014;-0.6916023;-1.883544;69.16023
14.52014;-0.7289966;-1.869712;72.89966
14.54014;-0.7660992;-1.855132;76.60992
14.56014;-0.8028954;-1.83981;80.28954
14.58014;-0.8393705;-1.823752;83.93705
14.60014;-0.8755098;-1.806965;87.55098
14.62014;-0.9112989;-1.789455;91.12989
14.64015;-0.9467235;-1.771229;94.67235
14.66015;-0.9817693;-1.752294;98.17693
14.68015;-1.016423;-1.732659;101.6423
14.70015;-1.050669;-1.71233;105.0669
14.72015;-1.084495;-1.691317;108.4495
14.74015;-1.117888;-1.669627;111.7888
14.76015;-1.150833;-1.647269;115.0833
14.78015;-1.183318;-1.624253;118.3318
14.80015;-1.21533;-1.600586;121.533
14.82015;-1.246856;-1.57628;124.6856
14.84015;-1.277883;-1.551343;127.7883
14.86015;-1.308398;-1.525785;130.8398
14.88015;-1.338391;-1.499617;133.8391
14.90015;-1.367848;-1.472849;136.7848
14.92015;-1.396757;-1.445492;139.6757
14.94015;-1.425109;-1.417557;142.5108
14.96015;-1.45289;-1.389055;145.289
14.98015;-1.48009;-1.359997;148.009
15.00015;-1.506698;-1.330395;150.6698
15.02015;-1.532703;-1.300261;153.2703
15.04015;-1.558095;-1.269607;155.8095
15.06015;-1.582864;-1.238445;158.2864
15.08016;-1.607;-1.206788;160.7
15.10016;-1.630493;-1.174648;163.0493
15.12016;-1.653333;-1.142038;165.3333
15.14016;-1.675513;-1.108972;167.5513
15.16016;-1.697022;-1.075461;169.7022
15.18016;-1.717852;-1.041521;171.7852
15.20016;-1.737996;-1.007164;173.7996
15.22016;-1.757444;-0.9724039;175.7444
15.24016;-1.776189;-0.9372551;177.6189
15.26016;-1.794223;-0.9017313;179.4223
15.28016;-1.81154;-0.8658469;181.154
15.30016;-1.828133;-0.8296161;182.8132
15.32016;-1.843994;-0.7930534;184.3994
15.34016;-1.859117;-0.7561736;185.9117
15.36016;-1.873497;-0.7189912;187.3497
15.38016;-1.887127;-0.6815213;188.7127
15.40016;-1.900003;-0.6437787;190.0003
15.42016;-1.912118;-0.6057787;191.2118
15.44016;-1.923469;-0.5675364;192.3469
15.46016;-1.934051;-0.529067;193.4051
15.48016;-1.943858;-0.490386;194.3858
15.50016;-1.952888;-0.4515088;195.2888
15.52017;-1.961138;-0.4124511;196.1138
15.54017;-1.968602;-0.3732283;196.8602
15.56017;-1.975279;-0.3338563;197.5279
15.58017;-1.981166;-0.2943507;198.1166
15.60017;-1.986261;-0.2547274;198.6261
15.62017;-1.990561;-0.2150022;199.0561
15.64017;-1.994065;-0.175191;199.4065
15.66017;-1.996771;-0.1353097;199.6771
15.68017;-1.998678;-0.09537426;199.8678
15.70017;-1.999786;-0.05540069;199.9786
15.72017;-2.000094;-0.01540497;200.0094
15.74017;-1.999602;0.02459692;199.9603
15.76017;-1.998311;0.06458896;199.8311
15.78017;-1.99622;0.1045552;199.622
15.80017;-1.99333;0.1444796;199.333
15.82017;-1.989643;0.1843462;198.9643
15.84017;-1.98516;0.224139;198.516
15.86017;-1.979884;0.2638422;197.9884
15.88017;-1.973815;0.3034399;197.3815
15.90017;-1.966956;0.3429162;196.6956
15.92017;-1.959311;0.3822553;195.9311
15.94018;-1.950882;0.4214415;195.0882
15.96018;-1.941673;0.4604592;194.1673
15.98018;-1.931687;0.4992926;193.1687
16.00018;-1.920929;0.5379264;192.0929
16.02018;-1.909402;0.576345;190.9402
16.04018;-1.897111;0.614533;189.7111
16.06018;-1.884062;0.6524752;188.4062
16.08018;-1.870259;0.6901565;187.0259
16.10018;-1.855707;0.7275617;185.5707
16.12018;-1.840414;0.7646758;184.0414
16.14018;-1.824384;0.801484;182.4384
16.16018;-1.807625;0.8379717;180.7625
16.18018;-1.790142;0.8741242;179.0142
16.20018;-1.771944;0.9099271;177.1944
16.22018;-1.753036;0.945366;175.3036
16.24018;-1.733428;0.9804267;173.3428
16.26018;-1.713126;1.015095;171.3126
16.28018;-1.692139;1.049358;169.2139
16.30018;-1.670475;1.083201;167.0475
16.32018;-1.648143;1.11661;164.8143
16.34018;-1.625151;1.149573;162.5151
16.36018;-1.60151;1.182076;160.151
16.38018;-1.577228;1.214106;157.7228
16.40018;-1.552315;1.245651;155.2315
16.42019;-1.526781;1.276697;152.6781
16.44019;-1.500636;1.307232;150.0636
16.46019;-1.473891;1.337245;147.3891
16.48019;-1.446557;1.366723;144.6557
16.50019;-1.418644;1.395654;141.8644
16.52019;-1.390163;1.424027;139.0163
16.54019;-1.361127;1.45183;136.1127
16.56019;-1.331545;1.479053;133.1545
16.58019;-1.301432;1.505684;130.1432
16.60019;-1.270797;1.531712;127.0798
16.62019;-1.239655;1.557128;123.9655
16.64019;-1.208017;1.581921;120.8017
16.66019;-1.175895;1.606082;117.5895
16.68019;-1.143303;1.6296;114.3303
16.70019;-1.110254;1.652466;111.0254
16.72019;-1.07676;1.674671;107.676
16.74019;-1.042836;1.696206;104.2836
16.76019;-1.008495;1.717063;100.8495
16.78019;-0.9737502;1.737233;97.37502
16.80019;-0.9386161;1.756708;93.86161
16.82019;-0.9031065;1.77548;90.31065
16.84019;-0.8672357;1.793542;86.72356
16.8602;-0.8310179;1.810887;83.10179
16.8802;-0.7944677;1.827507;79.44678
16.9002;-0.7575998;1.843397;75.75998
16.9202;-0.7204289;1.858549;72.04288
16.9402;-0.6829697;1.872957;68.29697
16.9602;-0.6452374;1.886616;64.52374
16.9802;-0.607247;1.899521;60.7247
17.0002;-0.5690137;1.911666;56.90137
17.0202;-0.5305527;1.923046;53.05527
17.0402;-0.4918796;1.933658;49.18796
17.0602;-0.4530097;1.943495;45.30097
17.0802;-0.4139585;1.952555;41.39585
17.1002;-0.3747419;1.960835;37.47419
17.1202;-0.3353753;1.968329;33.53753
17.1402;-0.2958745;1.975037;29.58745
17.1602;-0.2562554;1.980954;25.62555
17.1802;-0.2165339;1.98608;21.65339
17.2002;-0.1767257;1.99041;17.67257
17.2202;-0.1368468;1.993945;13.68468
17.2402;-0.09691313;1.996682;9.691313
17.2602;-0.05694073;1.99862;5.694073
17.2802;-0.01694556;1.999759;1.694556
17.30021;0.0230564;2.000098;-2.30564
17.32021;0.06304912;1.999636;-6.304912
17.34021;0.1030166;1.998375;-10.30166
17.36021;0.1429429;1.996315;-14.29429
17.38021;0.1828121;1.993456;-18.28121
17.40021;0.2226081;1.9898;-22.26081
17.42021;0.262315;1.985348;-26.2315
17.44021;0.301917;1.980102;-30.1917
17.46021;0.3413983;1.974063;-34.13983
17.48021;0.380743;1.967235;-38.0743
17.50021;0.4199354;1.95962;-41.99354
17.52021;0.4589598;1.951222;-45.89598
17.54021;0.4978007;1.942043;-49.78007
17.56021;0.5364425;1.932087;-53.64425
17.58021;0.5748696;1.921358;-57.48696
17.60021;0.6130669;1.90986;-61.30669
17.62021;0.6510189;1.897599;-65.10188
17.64021;0.6887105;1.884579;-68.87105
17.66021;0.7261266;1.870804;-72.61266
17.68021;0.7632522;1.856282;-76.32522
17.70021;0.8000726;1.841017;-80.00726
17.72021;0.8365729;1.825015;-83.65729
17.74022;0.8727385;1.808284;-87.27386
17.76022;0.9085552;1.790829;-90.85551
17.78022;0.9440083;1.772658;-94.40083
17.80022;0.9790838;1.753778;-97.90839
17.82022;1.013768;1.734196;-101.3768
17.84022;1.048046;1.713921;-104.8046
17.86022;1.081905;1.69296;-108.1905
17.88022;1.115332;1.671322;-111.5332
17.90022;1.148312;1.649015;-114.8312
17.92022;1.180833;1.626049;-118.0833
17.94022;1.212882;1.602432;-121.2882
17.96022;1.244445;1.578175;-124.4445
17.98022;1.275511;1.553286;-127.5511
18.00022;1.306067;1.527776;-130.6067
18.02022;1.3361;1.501654;-133.61
18.04022;1.365598;1.474932;-136.5598
18.06022;1.394551;1.44762;-139.4551
18.08022;1.422945;1.419729;-142.2945
18.10022;1.450771;1.39127;-145.0771
18.12022;1.478016;1.362255;-147.8016
18.14022;1.50467;1.332695;-150.4669
18.16022;1.530722;1.302601;-153.0722
18.18023;1.556161;1.271987;-155.6161
18.20023;1.580979;1.240863;-158.0979
18.22023;1.605163;1.209244;-160.5163
18.24023;1.628706;1.177141;-162.8706
18.26023;1.651597;1.144567;-165.1597
18.28023;1.673828;1.111535;-167.3828
18.30023;1.695389;1.078058;-169.5389
18.32023;1.716272;1.04415;-171.6272
18.34023;1.736469;1.009825;-173.6469
18.36023;1.755971;0.9750954;-175.5971
18.38023;1.77477;0.939976;-177.477
18.40023;1.79286;0.9044806;-179.286
18.42023;1.810232;0.8686234;-181.0232
18.44023;1.826881;0.8324187;-182.6881
18.46023;1.842798;0.7958812;-184.2798
18.48023;1.857979;0.7590252;-185.7979
18.50023;1.872416;0.7218657;-187.2416
18.52023;1.886104;0.6844173;-188.6104
18.54023;1.899038;0.6466952;-189.9038
18.56023;1.911213;0.6087145;-191.1213
18.58023;1.922622;0.5704902;-192.2622
18.60023;1.933263;0.5320378;-193.3263
18.62024;1.94313;0.4933725;-194.313
18.64024;1.952221;0.4545099;-195.2221
18.66024;1.96053;0.4154655;-196.053
18.68024;1.968055;0.3762549;-196.8055
18.70024;1.974793;0.3368938;-197.4793
18.72024;1.980741;0.297398;-198.0741
18.74024;1.985897;0.2577831;-198.5897
18.76024;1.990258;0.2180652;-199.0258
18.78024;1.993823;0.1782601;-199.3823
18.80024;1.996591;0.1383836;-199.6591
18.82024;1.99856;0.09845178;-199.856
18.84024;1.999729;0.05848058;-199.9729
18.86024;2.000099;0.01848599;-200.0099
18.88024;1.999669;-0.02151599;-199.9669
18.90024;1.998438;-0.06150936;-199.8438
18.92024;1.996409;-0.1014781;-199.6409
18.94024;1.993581;-0.1414063;-199.3581
18.96024;1.989955;-0.1812779;-198.9955
18.98024;1.985534;-0.221077;-198.5534
19.00024;1.980318;-0.2607877;-198.0318
19.02024;1.97431;-0.300394;-197.431
19.04025;1.967512;-0.3398802;-196.7512
19.06025;1.959928;-0.3792305;-195.9928
19.08025;1.951559;-0.418429;-195.1559
19.10025;1.94241;-0.4574602;-194.241
19.12025;1.932484;-0.4963084;-193.2484
19.14025;1.921785;-0.5349581;-192.1785
19.16025;1.910317;-0.5733938;-191.0317
19.18025;1.898085;-0.6116001;-189.8085
19.20025;1.885094;-0.6495618;-188.5094
19.22025;1.871348;-0.6872636;-187.1348
19.24025;1.856854;-0.7246906;-185.6854
19.26025;1.841618;-0.7618276;-184.1618
19.28025;1.825645;-0.79866;-182.5645
19.30025;1.808941;-0.8351729;-180.8941
19.32025;1.791514;-0.8713517;-179.1514
19.34025;1.773371;-0.907182;-177.3371
19.36025;1.754518;-0.9426494;-175.4518
19.38025;1.734963;-0.9777397;-173.4963
19.40025;1.714714;-1.012439;-171.4714
19.42025;1.693779;-1.046733;-169.3779
19.44025;1.672167;-1.080609;-167.2167
19.46025;1.649886;-1.114052;-164.9886
19.48026;1.626945;-1.14705;-162.6945
19.50026;1.603353;-1.179589;-160.3353
19.52026;1.57912;-1.211656;-157.912
19.54026;1.554255;-1.243238;-155.4255
19.56026;1.528769;-1.274323;-152.8769
19.58026;1.502671;-1.304899;-150.2671
19.60026;1.475972;-1.334952;-147.5972
19.62026;1.448682;-1.364471;-144.8682
19.64026;1.420814;-1.393445;-142.0814
19.66026;1.392376;-1.421861;-139.2376
19.68026;1.363382;-1.449709;-136.3382
19.70026;1.333843;-1.476977;-133.3842
19.72026;1.303769;-1.503654;-130.377
19.74026;1.273175;-1.529729;-127.3175
19.76026;1.242071;-1.555192;-124.2071
19.78026;1.21047;-1.580034;-121.047
19.80026;1.178385;-1.604243;-117.8385
19.82026;1.145829;-1.627811;-114.5829
19.84026;1.112815;-1.650727;-111.2815
19.86026;1.079355;-1.672984;-107.9355
19.88026;1.045464;-1.694571;-104.5464
19.90026;1.011154;-1.71548;-101.1154
19.92027;0.97644;-1.735703;-97.644
19.94027;0.9413354;-1.755232;-94.13354
19.96027;0.9058542;-1.774059;-90.58542
19.98027;0.8700107;-1.792176;-87.00108
20.00027;0.8338192;-1.809576;-83.38192
20.02027;0.7972941;-1.826252;-79.72942
20.04027;0.7604502;-1.842198;-76.04502
20.06027;0.7233021;-1.857407;-72.33021
20.08027;0.6858646;-1.871873;-68.58646
20.10027;0.6481528;-1.885591;-64.81528
20.12027;0.6101817;-1.898554;-61.01817
20.14027;0.5719666;-1.910757;-57.19666
20.16027;0.5335227;-1.922197;-53.35227
20.18027;0.4948653;-1.932867;-49.48653
20.20027;0.45601;-1.942764;-45.60101
20.22027;0.4169723;-1.951885;-41.69724
20.24027;0.3777679;-1.960224;-37.77679
20.26027;0.3384123;-1.967779;-33.84123
20.28027;0.2989213;-1.974548;-29.89214
20.30027;0.2593108;-1.980526;-25.93108
20.32027;0.2195966;-1.985712;-21.95966
20.34027;0.1797945;-1.990104;-17.97945
20.36028;0.1399205;-1.9937;-13.99205
20.38028;0.09999055;-1.996499;-9.999055
20.40028;0.06002058;-1.998498;-6.002058
20.42028;0.0200266;-1.999699;-2.00266
20.44028;-0.01997539;-2.000099;1.997539
20.46028;-0.05996938;-1.9997;5.996938
20.48028;-0.09993939;-1.998501;9.993939
20.50028;-0.1398694;-1.996502;13.98694
20.52028;-0.1797435;-1.993704;17.97435
20.54028;-0.2195457;-1.99011;21.95457
20.56028;-0.2592601;-1.985719;25.92601
20.58028;-0.2988707;-1.980533;29.88707
20.60028;-0.3383619;-1.974556;33.83619
20.62028;-0.3777176;-1.967789;37.77176
20.64028;-0.4169223;-1.960234;41.69223
20.66028;-0.4559602;-1.951896;45.59602
20.68028;-0.4948158;-1.942777;49.48158
20.70028;-0.5334734;-1.932881;53.34734
20.72028;-0.5719176;-1.922211;57.19176
20.74028;-0.6101331;-1.910773;61.01331
20.76028;-0.6481044;-1.89857;64.81044
20.78028;-0.6858166;-1.885608;68.58166
20.80029;-0.7232544;-1.871892;72.32545
20.82029;-0.760403;-1.857427;76.0403
20.84029;-0.7972474;-1.842219;79.72473
20.86029;-0.8337728;-1.826274;83.37728
20.88029;-0.8699648;-1.809598;86.99648
20.90029;-0.9058087;-1.792199;90.58087
20.92029;-0.9412904;-1.774083;94.12904
20.94029;-0.9763955;-1.755257;97.63955
20.96029;-1.01111;-1.735729;101.111
20.98029;-1.04542;-1.715507;104.542
21.00029;-1.079312;-1.694598;107.9312
21.02029;-1.112772;-1.673012;111.2772
21.04029;-1.145787;-1.650757;114.5788
21.06029;-1.178344;-1.627841;117.8344
21.08029;-1.21043;-1.604274;121.043
21.10029;-1.242031;-1.580066;124.2031
21.12029;-1.273136;-1.555225;127.3136
21.14029;-1.303731;-1.529762;130.3731
21.16029;-1.333805;-1.503688;133.3805
21.18029;-1.363345;-1.477012;136.3345
21.20029;-1.39234;-1.449745;139.234
21.22029;-1.420778;-1.421898;142.0778
21.2403;-1.448647;-1.393482;144.8647
21.2603;-1.475938;-1.364509;147.5938
21.2803;-1.502637;-1.334991;150.2637
21.3003;-1.528736;-1.304938;152.8736
21.3203;-1.554223;-1.274363;155.4223
21.3403;-1.579089;-1.243279;157.9089
21.3603;-1.603323;-1.211697;160.3323
21.3803;-1.626916;-1.179631;162.6916
21.4003;-1.649857;-1.147092;164.9857
21.4203;-1.672139;-1.114095;167.2139
21.4403;-1.693752;-1.080652;169.3752
21.4603;-1.714688;-1.046777;171.4688
21.4803;-1.734938;-1.012484;173.4938
21.5003;-1.754493;-0.9777849;175.4493
21.5203;-1.773347;-0.942695;177.3347
21.5403;-1.791492;-0.9072281;179.1492
21.5603;-1.80892;-0.8713982;180.892
21.5803;-1.825624;-0.8352198;182.5624
21.6003;-1.841598;-0.7987073;184.1598
21.6203;-1.856836;-0.7618753;185.6836
21.6403;-1.87133;-0.7247386;187.1331
21.66031;-1.885077;-0.687312;188.5077
21.68031;-1.898069;-0.6496105;189.8069
21.70031;-1.910302;-0.6116491;191.0302
21.72031;-1.921771;-0.5734431;192.1771
21.74031;-1.932471;-0.5350077;193.2471
21.76031;-1.942398;-0.4963582;194.2398
21.78031;-1.951548;-0.4575103;195.1548
21.80031;-1.959918;-0.4184793;195.9918
21.82031;-1.967504;-0.379281;196.7504
21.84031;-1.974302;-0.3399309;197.4302
21.86031;-1.980311;-0.3004448;198.0311
21.88031;-1.985528;-0.2608386;198.5528
21.90031;-1.98995;-0.2211281;198.995
21.92031;-1.993577;-0.1813291;199.3577
21.94031;-1.996406;-0.1414575;199.6406
21.96031;-1.998437;-0.1015294;199.8437
21.98031;-1.999668;-0.06156067;199.9668
22.00031;-2.000099;-0.02156732;200.0099
22.02031;-1.99973;0.01843466;199.9731
22.04031;-1.998562;0.05842927;199.8562
22.06031;-1.996594;0.0984005;199.6594
22.08031;-1.993827;0.1383324;199.3827
22.10032;-1.990263;0.1782089;199.0263
22.12032;-1.985903;0.2180142;198.5903
22.14032;-1.980748;0.2577322;198.0748
22.16032;-1.974801;0.2973472;197.4801
22.18032;-1.968064;0.3368432;196.8064
22.20032;-1.96054;0.3762045;196.054
22.22032;-1.952232;0.4154153;195.2232
22.24032;-1.943143;0.4544599;194.3143
22.26032;-1.933276;0.4933228;193.3276
22.28032;-1.922636;0.5319883;192.2636
22.30032;-1.911228;0.5704411;191.1228
22.32032;-1.899054;0.6086656;189.9054
22.34032;-1.886121;0.6466467;188.6121
22.36032;-1.872434;0.6843691;187.2434
22.38032;-1.857998;0.7218179;185.7998
22.40032;-1.842818;0.7589778;184.2818
22.42032;-1.826901;0.7958341;182.6901
22.44032;-1.810254;0.8323721;181.0254
22.46032;-1.792882;0.8685772;179.2882
22.48032;-1.774794;0.9044348;177.4794
22.50032;-1.755995;0.9399307;175.5995
22.52032;-1.736494;0.9750506;173.6494
22.54033;-1.716299;1.00978;171.6299
22.56033;-1.695416;1.044106;169.5416
22.58033;-1.673856;1.078015;167.3856
22.60033;-1.651626;1.111492;165.1626
22.62033;-1.628736;1.144524;162.8736
22.64033;-1.605194;1.177099;160.5194
22.66033;-1.58101;1.209203;158.101
22.68033;-1.556193;1.240823;155.6193
22.70033;-1.530754;1.271947;153.0754
22.72033;-1.504703;1.302562;150.4703
22.74033;-1.47805;1.332656;147.805
22.76033;-1.450806;1.362217;145.0806
22.78033;-1.422981;1.391233;142.2981
22.80033;-1.394587;1.419693;139.4587
22.82033;-1.365636;1.447585;136.5636
22.84033;-1.336138;1.474898;133.6138
22.86033;-1.306105;1.50162;130.6105
22.88033;-1.27555;1.527742;127.555
22.90033;-1.244485;1.553253;124.4485
22.92033;-1.212922;1.578143;121.2922
22.94033;-1.180874;1.602402;118.0874
22.96033;-1.148354;1.626019;114.8354
22.98034;-1.115374;1.648986;111.5374
23.00034;-1.081948;1.671294;108.1948
23.02034;-1.04809;1.692933;104.809
23.04034;-1.013812;1.713894;101.3812
23.06034;-0.9791283;1.734171;97.91283
23.08034;-0.9440532;1.753753;94.40533
23.10034;-0.9086006;1.772634;90.86005
23.12034;-0.8727844;1.790806;87.27844
23.14034;-0.8366192;1.808262;83.66192
23.16034;-0.8001193;1.824994;80.01193
23.18034;-0.7632994;1.840997;76.32994
23.20034;-0.7261742;1.856263;72.61742
23.22034;-0.6887584;1.870786;68.87585
23.24034;-0.6510672;1.884561;65.10672
23.26034;-0.6131155;1.897583;61.31155
23.28034;-0.5749186;1.909845;57.49186
23.30034;-0.5364918;1.921343;53.64917
23.32034;-0.4978503;1.932073;49.78503
23.34034;-0.4590097;1.94203;45.90097
23.36034;-0.4199855;1.95121;41.99855
23.38034;-0.3807933;1.95961;38.07933
23.40034;-0.3414488;1.967226;34.14488
23.42035;-0.3019677;1.974055;30.19677
23.44035;-0.2623658;1.980094;26.23658
23.46035;-0.222659;1.985342;22.2659
23.48035;-0.1828631;1.989795;18.28631
23.50035;-0.142994;1.993452;14.2994
23.52035;-0.1030678;1.996312;10.30678
23.54035;-0.06310031;1.998373;6.310031
23.56035;-0.0231076;1.999635;2.31076
23.58035;0.01689434;2.000097;-1.689434
23.60035;0.05688953;1.999759;-5.688952
23.62035;0.09686196;1.998622;-9.686195
23.64035;0.1367956;1.996684;-13.67956
23.66035;0.1766746;1.993949;-17.66746
23.68035;0.2164829;1.990415;-21.64829
23.70035;0.2562046;1.986085;-25.62046
23.72035;0.2958238;1.980961;-29.58238
23.74035;0.3353247;1.975045;-33.53247
23.76035;0.3746915;1.968338;-37.46915
23.78035;0.4139084;1.960845;-41.39083
23.80035;0.4529597;1.952566;-45.29597
23.82035;0.4918298;1.943507;-49.18298
23.84035;0.5305033;1.933671;-53.05033
23.86036;0.5689645;1.923061;-56.89645
23.88036;0.6071981;1.911681;-60.71981
23.90036;0.6451889;1.899537;-64.51889
23.92036;0.6829215;1.886634;-68.29215
23.94036;0.720381;1.872975;-72.0381
23.96036;0.7575524;1.858567;-75.75524
23.98036;0.7944207;1.843416;-79.44207
24.00036;0.8309713;1.827528;-83.09713
24.02036;0.8671895;1.810909;-86.71895
24.04036;0.9030607;1.793565;-90.30608
24.06036;0.9385708;1.775504;-93.85708
24.08036;0.9737054;1.756732;-97.37054
24.10036;1.008451;1.737258;-100.8451
24.12036;1.042792;1.717089;-104.2792
24.14036;1.076717;1.696233;-107.6717
24.16036;1.110211;1.674699;-111.0211
24.18036;1.143261;1.652495;-114.3261
24.20036;1.175854;1.629629;-117.5854
24.22036;1.207976;1.606112;-120.7976
24.24036;1.239615;1.581953;-123.9615
24.26036;1.270758;1.55716;-127.0758
24.28036;1.301393;1.531745;-130.1393
24.30037;1.331507;1.505718;-133.1507
24.32037;1.361089;1.479087;-136.1089
24.34037;1.390126;1.451866;-139.0126
24.36037;1.418608;1.424063;-141.8608
24.38037;1.446522;1.395691;-144.6521
24.40037;1.473857;1.36676;-147.3857
24.42037;1.500602;1.337283;-150.0602
24.44037;1.526748;1.307271;-152.6748
24.46037;1.552283;1.276736;-155.2283
24.48037;1.577196;1.245691;-157.7196
24.50037;1.601479;1.214147;-160.1479
24.52037;1.625122;1.182117;-162.5122
24.54037;1.648114;1.149615;-164.8114
24.56037;1.670447;1.116652;-167.0447
24.58037;1.692112;1.083243;-169.2112
24.60037;1.7131;1.049401;-171.31
24.62037;1.733402;1.015139;-173.3403
24.64037;1.753012;0.9804712;-175.3012
24.66037;1.77192;0.945411;-177.192
24.68037;1.79012;0.9099725;-179.012
24.70037;1.807603;0.8741702;-180.7603
24.72038;1.824363;0.8380181;-182.4363
24.74038;1.840394;0.8015308;-184.0394
24.76038;1.855688;0.7647229;-185.5688
24.78038;1.870241;0.7276092;-187.0241
24.80038;1.884045;0.6902043;-188.4045
24.82038;1.897095;0.6525234;-189.7095
24.84038;1.909387;0.6145815;-190.9387
24.86038;1.920915;0.5763938;-192.0915
24.88038;1.931674;0.5379755;-193.1674
24.90038;1.941661;0.499342;-194.1661
24.92038;1.950871;0.4605088;-195.0871
24.94038;1.959301;0.4214914;-195.9301
24.96038;1.966947;0.3823054;-196.6947
24.98038;1.973807;0.3429664;-197.3807
25.00038;1.979876;0.3034903;-197.9876
25.02038;1.985154;0.2638928;-198.5154
25.04038;1.989638;0.2241897;-198.9638
25.06038;1.993326;0.1843969;-199.3326
25.08038;1.996217;0.1445304;-199.6217
25.10038;1.998309;0.1046061;-199.8309
25.12038;1.999602;0.0646399;-199.9602
25.14038;2.000095;0.02464786;-200.0095
25.16039;1.999788;-0.01535403;-199.9788
25.18039;1.998681;-0.05534978;-199.8681
25.20039;1.996774;-0.09532339;-199.6774
25.22039;1.994069;-0.1352589;-199.4069
25.24039;1.990566;-0.1751402;-199.0566
25.26039;1.986267;-0.2149516;-198.6267
25.28039;1.981173;-0.2546769;-198.1173
25.30039;1.975287;-0.2943004;-197.5287
25.32039;1.968611;-0.3338061;-196.8611
25.34039;1.961148;-0.3731784;-196.1148
25.36039;1.9529;-0.4124013;-195.29
